INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
232063916,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,C11, ,0,2023-08-11 15:39:00+00,2023,8,Friday,15,,DORCHESTER AVE,42.30027981,-71.06015319,"(42.300279810264016, -71.0601531936384)"
232087726,801,,ASSAULT - SIMPLE,C6,222,0,2023-10-29 23:17:00+00,2023,10,Sunday,23,,SUMMER ST,42.33773311,-71.03548451,"(42.33773311380805, -71.03548451404885)"
232024773,3201,,PROPERTY - LOST/ MISSING,E18,520,0,2023-03-31 07:53:00+00,2023,3,Friday,7,,HYDE PARK AVE,42.25621554,-71.1240203,"(42.256215542554976, -71.12402029533455)"
232093073,3802,,M/V ACCIDENT - PROPERTY DAMAGE,E18,514,0,2023-11-16 00:13:00+00,2023,11,Thursday,0,,SUMMIT ST & MILTON AVE,42.2508096,-71.11169676,"(42.25080960380788, -71.11169675654865)"
232059578,619,,LARCENY ALL OTHERS,C11, ,0,2023-07-24 16:00:00+00,2023,7,Monday,16,,MOUNT EVERETT ST,42.31013523,-71.07029368,"(42.31013523354775, -71.07029367815589)"
232063385,423,,ASSAULT - AGGRAVATED,D4, ,0,2023-08-09 19:20:00+00,2023,8,Wednesday,19,,BOYLSTON ST,42.35037824,-71.07626149,"(42.35037824401699, -71.07626148756364)"
232083051,3115,,INVESTIGATE PERSON,B3,470,0,2023-10-14 03:09:00+00,2023,10,Saturday,3,,ALABAMA ST,42.27639315,-71.10175098,"(42.27639314915778, -71.10175098257515)"
232031991,2905,,VAL - VIOLATION OF AUTO LAW,C11,244,0,2023-04-25 20:33:00+00,2023,4,Tuesday,20,,"HOWES ST & PLEASANT ST
DORCHESTER  MA 02125
UNITED",42.31812249,-71.05897158,"(42.3181224917913, -71.05897157777368)"
232063394,3503,,MISSING PERSON - NOT REPORTED - LOCATED,B3, ,0,2023-08-08 22:30:00+00,2023,8,Tuesday,22,,WOODRUFF WAY,42.27443103,-71.08131073,"(42.27443102985708, -71.08131072954619)"
232028971,2907,,VAL - OPERATING AFTER REV/SUSP.,C11, ,0,2023-04-14 17:15:00+00,2023,4,Friday,17,,"ADAMS ST & HECLA ST
DORCHESTER  MA 02122
UNITED ST",42.30636051,-71.06195451,"(42.30636050892326, -71.06195451260625)"
232068833,3114,,INVESTIGATE PROPERTY,D14,783,0,2023-08-27 15:00:00+00,2023,8,Sunday,15,,WARREN ST,42.34946407,-71.14270515,"(42.349464067825416, -71.14270514554306)"
232014096,3801,,M/V ACCIDENT - OTHER,A1,77,0,2023-02-21 19:53:00+00,2023,2,Tuesday,19,,SUDBURY ST,,,
232010666,3114,,INVESTIGATE PROPERTY,B3,466,0,2023-02-09 12:56:00+00,2023,2,Thursday,12,,GOODALE RD,42.28362788,-71.09349622,"(42.28362787781991, -71.09349621930552)"
232025183,801,,ASSAULT - SIMPLE,D14,798,0,2023-04-01 12:14:00+00,2023,4,Saturday,12,,COMMONWEALTH AVE,42.35216396,-71.12378769,"(42.35216395986495, -71.12378768829066)"
232016754,1831,,SICK ASSIST,E18, ,0,2023-03-03 15:25:00+00,2023,3,Friday,15,,AUSTIN ST,42.26630838,-71.12466033,"(42.266308377184416, -71.12466032563384)"
232032169,3205,,M/V PLATES - LOST,D4, ,0,2023-04-25 18:00:00+00,2023,4,Tuesday,18,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
232019201,1831,,SICK ASSIST,B3, ,0,2023-03-12 21:42:00+00,2023,3,Sunday,21,,EVANS ST,,,
232062112,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,D4, ,0,2023-08-05 01:00:00+00,2023,8,Saturday,1,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
232060097,617,,LARCENY THEFT FROM BUILDING,C6, ,0,2023-07-29 12:00:00+00,2023,7,Saturday,12,,W SIXTH ST,42.33897607,-71.05639696,"(42.338976067085184, -71.05639696286343)"
232039125,3006,,SICK/INJURED/MEDICAL - PERSON,E18, ,0,2023-05-19 12:58:00+00,2023,5,Friday,12,,DONCASTER ST,42.27464311,-71.12608892,"(42.27464310596334, -71.12608892404036)"
232092123,3108,,FIRE REPORT,B3,417,0,2023-11-13 03:05:00+00,2023,11,Monday,3,,STOCKTON ST,42.28265558,-71.07374606,"(42.28265558438205, -71.07374606027363)"
232079025,3115,,INVESTIGATE PERSON,E13,574,0,2023-09-27 22:00:00+00,2023,9,Wednesday,22,,WASHINGTON ST,42.30971815,-71.10429498,"(42.30971815419562, -71.10429497557632)"
232060084,3502,,MISSING PERSON - LOCATED,B2, ,0,2023-07-29 14:04:00+00,2023,7,Saturday,14,,QUINCY ST,42.31368971,-71.076968,"(42.31368971108655, -71.07696799670954)"
232046783,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2023-06-13 10:30:00+00,2023,6,Tuesday,10,,BLUE HILL AVENUE,,,
232094813,617,,LARCENY THEFT FROM BUILDING,D4,167,0,2023-11-18 15:43:00+00,2023,11,Saturday,15,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
232083855,735,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),A7,12,0,2023-10-16 20:55:00+00,2023,10,Monday,20,,BOARDMAN ST,42.39001072,-71.01170341,"(42.39001071534092, -71.01170340612633)"
232016652,3301,,VERBAL DISPUTE,D4, ,0,2023-03-03 09:21:00+00,2023,3,Friday,9,,BOYLSTON ST,42.34674194,-71.08970985,"(42.34674194111904, -71.0897098497525)"
232002182,1402,,VANDALISM,B2, ,0,2023-01-09 13:19:00+00,2023,1,Monday,13,,WASHINGTON ST,42.33094707,-71.0828516,"(42.33094707273483, -71.0828516010192)"
232084353,3110,,SERVICE TO OTHER AGENCY,B3,477,0,2023-10-18 14:43:00+00,2023,10,Wednesday,14,,STONECREST RD,42.27723755,-71.10626753,"(42.27723754842623, -71.10626753309995)"
232084542,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,200,0,2023-10-19 08:15:00+00,2023,10,Thursday,8,,W BROADWAY,42.34128702,-71.0546798,"(42.34128702104515, -71.05467980204799)"
232007040,3115,,INVESTIGATE PERSON,C6,915,0,2023-01-27 13:35:00+00,2023,1,Friday,13,,JAMES O'NEILL ST,42.33041172,-71.05182614,"(42.33041171632348, -71.05182613924228)"
232027438,3201,,PROPERTY - LOST/ MISSING,E5, ,0,2023-03-22 12:00:00+00,2023,3,Wednesday,12,,CENTRE ST,42.2870932,-71.14822209,"(42.28709320338153, -71.14822209118665)"
232062451,1831,,SICK ASSIST,E13, ,0,2023-08-06 16:35:00+00,2023,8,Sunday,16,,WASHINGTON ST,42.31485504,-71.09922473,"(42.31485504057698, -71.0992247332133)"
232077247,1831,,SICK ASSIST,B3,425,0,2023-09-24 17:07:00+00,2023,9,Sunday,17,,FREMONT ST,42.27094608,-71.09193697,"(42.270946084044475, -71.09193697320656)"
232053691,1102,,FRAUD - FALSE PRETENSE / SCHEME,B3, ,0,2023-07-08 11:04:00+00,2023,7,Saturday,11,,MORTON ST,42.28187017,-71.0875122,"(42.28187017401512, -71.08751220128951)"
232027510,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B2, ,0,2023-04-10 07:42:00+00,2023,4,Monday,7,,WASHINGTON ST,42.32866239,-71.08563459,"(42.32866239451696, -71.08563458516488)"
232000142,1831,,SICK ASSIST,C11,355,0,2023-01-01 13:45:00+00,2023,1,Sunday,13,,NEPONSET AVE,42.29620619,-71.0548791,"(42.296206189688306, -71.0548790989516)"
232037373,613,,LARCENY SHOPLIFTING,A1,77,0,2023-05-08 21:00:00+00,2023,5,Monday,21,,SUDBURY ST,,,
232064635,1402,,VANDALISM,A1, ,0,2023-08-13 19:34:00+00,2023,8,Sunday,19,,PARK ST & TREMONT ST,42.35644955,-71.06198046,"(42.35644954776664, -71.06198046480941)"
232038983,423,,ASSAULT - AGGRAVATED,B2,326,0,2023-05-19 03:58:00+00,2023,5,Friday,3,,LAWRENCE AVE,42.31286632,-71.07841647,"(42.31286631541225, -71.07841646633521)"
232009383,3111,,LICENSE PREMISE VIOLATION,D14, ,0,2023-02-04 23:04:00+00,2023,2,Saturday,23,,WASHINGTON ST,42.34905477,-71.1523537,"(42.349054767886926, -71.15235370152244)"
232022239,3115,,INVESTIGATE PERSON,B2, ,0,2023-03-23 06:56:00+00,2023,3,Thursday,6,,WAYLAND ST,42.31368879,-71.07427138,"(42.31368879151817, -71.07427137719448)"
232040108,3805,,M/V ACCIDENT - POLICE VEHICLE,C11,336,0,2023-05-22 05:28:00+00,2023,5,Monday,5,,OLNEY ST,42.30553156,-71.0703122,"(42.30553155926676, -71.07031220004745)"
232053709,3110,,SERVICE TO OTHER AGENCY,A1,77,0,2023-07-08 13:02:00+00,2023,7,Saturday,13,,NEW SUDBURY ST,42.36183809,-71.05976533,"(42.3618380883142, -71.05976533206233)"
232018010,3201,,PROPERTY - LOST/ MISSING,A7,16,0,2023-03-06 18:00:00+00,2023,3,Monday,18,,E EAGLE ST,42.38132453,-71.02804042,"(42.38132453142911, -71.02804042233107)"
232037732,3301,,VERBAL DISPUTE,B2, ,0,2023-05-15 06:02:00+00,2023,5,Monday,6,,GROOM ST,42.32019706,-71.06641815,"(42.320197058465865, -71.06641815484512)"
232035125,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1, ,0,2023-05-06 14:20:00+00,2023,5,Saturday,14,,SALEM ST,42.36511937,-71.05547735,"(42.36511936551279, -71.05547734703669)"
232014188,3805,,M/V ACCIDENT - POLICE VEHICLE,B2, ,0,2023-02-22 09:48:00+00,2023,2,Wednesday,9,,"WAVERLY ST & WARREN ST
ROXBURY  MA 02119
UNITED ST",42.32171353,-71.08190157,"(42.3217135307786, -71.08190156780518)"
232042412,3207,,PROPERTY - FOUND,D14,778,0,2023-05-30 18:00:00+00,2023,5,Tuesday,18,,WASHINGTON ST,42.34905564,-71.15049917,"(42.34905564195639, -71.1504991731562)"
232083888,3410,,TOWED MOTOR VEHICLE,A1,69,0,2023-10-17 00:48:00+00,2023,10,Tuesday,0,,"BEACON ST & CHARLES ST
BOSTON  MA 02108
UNITED STA",42.35608956,-71.06981051,"(42.35608955884987, -71.0698105082956)"
232070455,3201,,PROPERTY - LOST/ MISSING,C11,350,0,2023-09-01 17:17:00+00,2023,9,Friday,17,,ADAMS ST,42.30137728,-71.05971411,"(42.30137727793849, -71.05971411404515)"
232089561,3007,,SUDDEN DEATH,E5,702,0,2023-11-04 11:00:00+00,2023,11,Saturday,11,,PARK ST,42.28431271,-71.1549023,"(42.28431270831501, -71.15490230272614)"
232046970,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2, ,0,2023-06-15 09:39:00+00,2023,6,Thursday,9,,SEAVER ST,42.31027158,-71.09249437,"(42.310271583252465, -71.09249436505662)"
232059364,2670,,HARASSMENT/ CRIMINAL HARASSMENT,E18, ,0,2023-07-15 00:00:00+00,2023,7,Saturday,0,,HYDE PARK AVE,42.25621554,-71.1240203,"(42.256215542554976, -71.12402029533455)"
232082895,1402,,VANDALISM,A7,26,0,2023-10-12 20:30:00+00,2023,10,Thursday,20,,BORDER ST,42.37957481,-71.04011384,"(42.37957481277576, -71.0401138427268)"
232093931,1831,,SICK ASSIST,A1,61,0,2023-11-18 17:54:00+00,2023,11,Saturday,17,,"CAUSEWAY ST & CANAL ST
BOSTON  MA 02114
UNITED STA",42.36552951,-71.06120045,"(42.365529507941694, -71.0612004461579)"
232023742,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,469,0,2023-03-27 00:00:00+00,2023,3,Monday,0,,BLUE HILL AVE,42.2747842,-71.09368532,"(42.27478420058866, -71.09368532114958)"
232082688,3115,,INVESTIGATE PERSON,D4,138,0,2023-10-12 20:43:00+00,2023,10,Thursday,20,,EXETER ST,42.35011868,-71.07979701,"(42.3501186750357, -71.07979700815271)"
232025823,1831,,SICK ASSIST,B2,182,0,2023-04-03 00:00:00+00,2023,4,Monday,0,,MARSHFIELD ST,42.32328899,-71.0680916,"(42.32328899258322, -71.06809159947164)"
232019783,3207,,PROPERTY - FOUND,E13,574,0,2023-02-28 15:00:00+00,2023,2,Tuesday,15,,WASHINGTON ST,,,
232049617,613,,LARCENY SHOPLIFTING,A1, ,0,2023-06-24 11:43:00+00,2023,6,Saturday,11,,WASHINGTON ST,42.35512291,-71.06088026,"(42.35512291409929, -71.06088025712485)"
232079822,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,175,0,2023-10-03 12:16:00+00,2023,10,Tuesday,12,,SOUTHAMPTON ST,42.33210797,-71.07014448,"(42.33210796742226, -71.07014447893526)"
232019585,3801,,M/V ACCIDENT - OTHER,A7, ,0,2023-03-14 10:46:00+00,2023,3,Tuesday,10,,BENNINGTON ST,,,
232001169,613,,LARCENY SHOPLIFTING,D4, ,0,2023-01-05 14:22:00+00,2023,1,Thursday,14,,WESTLAND AVE,42.34355824,-71.087342,"(42.34355824108162, -71.08734199876892)"
232050828,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3,469,0,2023-06-28 00:00:00+00,2023,6,Wednesday,0,,BLUE HILL AVE,42.27567874,-71.09364059,"(42.27567874415904, -71.093640592758)"
232092652,2905,,VAL - VIOLATION OF AUTO LAW,E18,522,0,2023-11-14 16:14:00+00,2023,11,Tuesday,16,,HYDE PARK AVE,42.25092565,-71.12581274,"(42.25092564520356, -71.12581273846098)"
232091528,3410,,TOWED MOTOR VEHICLE,C11,460,0,2023-11-10 18:55:00+00,2023,11,Friday,18,,STRATHCONA RD,42.30521046,-71.07930191,"(42.305210462930205, -71.07930190676832)"
232003322,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1, ,0,2023-01-13 13:30:00+00,2023,1,Friday,13,,CAUSEWAY ST,42.36537432,-71.06154205,"(42.365374320180834, -71.06154205203151)"
232083593,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,C6,211,0,2023-10-16 07:50:00+00,2023,10,Monday,7,,"W SECOND ST & D ST
SOUTH BOSTON  MA 02127
UNITED S",42.34014751,-71.0492685,"(42.3401475097506, -71.04926849535865)"
232084088,3201,,PROPERTY - LOST/ MISSING,D4,143,0,2023-10-17 17:19:00+00,2023,10,Tuesday,17,,DALTON ST,42.34577776,-71.08429648,"(42.3457777581523, -71.08429647875816)"
232055935,801,,ASSAULT - SIMPLE,B2, ,0,2023-07-15 19:10:00+00,2023,7,Saturday,19,,HUNTINGTON AVE,42.33750047,-71.09583152,"(42.33750047181493, -71.09583151640317)"
232011719,3006,,SICK/INJURED/MEDICAL - PERSON,E18, ,0,2023-02-13 09:09:00+00,2023,2,Monday,9,,MAIDA TER,42.26081871,-71.11350456,"(42.2608187111899, -71.11350455883206)"
232001272,3207,,PROPERTY - FOUND,D4, ,0,2023-01-05 19:33:00+00,2023,1,Thursday,19,,BOYLSTON ST,42.34862337,-71.08277689,"(42.34862336851335, -71.08277689315231)"
232046624,3410,,TOWED MOTOR VEHICLE,D14, ,0,2023-06-14 07:04:00+00,2023,6,Wednesday,7,,GORDON ST,42.34966759,-71.13995592,"(42.34966758575075, -71.13995592093373)"
232062115,1402,,VANDALISM,E13, ,0,2023-08-05 12:06:00+00,2023,8,Saturday,12,,SAINT PAUL'S AVE,,,
232011559,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,A1,77,0,2023-02-11 18:00:00+00,2023,2,Saturday,18,,SUDBURY ST,,,
232010731,3201,,PROPERTY - LOST/ MISSING,D4,167,0,2023-02-09 15:45:00+00,2023,2,Thursday,15,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
232009053,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D4, ,0,2023-01-13 15:00:00+00,2023,1,Friday,15,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
232093205,3130,,SEARCH WARRANT,, ,0,2023-11-16 14:19:00+00,2023,11,Thursday,14,,NORTH,,,
232024140,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6, ,0,2023-03-27 19:00:00+00,2023,3,Monday,19,,L ST,42.33271302,-71.03529392,"(42.332713024783025, -71.0352939191013)"
232070376,727,,AUTO THEFT - LEASED/RENTED VEHICLE,C6,186,0,2023-09-01 12:30:00+00,2023,9,Friday,12,,ALLSTATE RD,42.32809919,-71.06321728,"(42.328099189441325, -71.0632172846628)"
232080848,1831,,SICK ASSIST,E5,736,0,2023-10-06 10:52:00+00,2023,10,Friday,10,,COREY ST,42.28566266,-71.1545015,"(42.28566265728271, -71.15450149869045)"
232089885,1102,,FRAUD - FALSE PRETENSE / SCHEME,E18,488,0,2023-11-05 08:30:00+00,2023,11,Sunday,8,,LE FEVRE ST,42.26256505,-71.10735298,"(42.26256504801236, -71.10735298428042)"
232037861,3205,,M/V PLATES - LOST,B3,465,0,2023-05-06 10:00:00+00,2023,5,Saturday,10,,BLUE HILL AVE,42.28482534,-71.09137437,"(42.28482533772862, -71.09137437366408)"
232029122,3115,,INVESTIGATE PERSON,B2, ,0,2023-04-15 07:26:00+00,2023,4,Saturday,7,,FRANCIS ST,42.33457447,-71.10551267,"(42.334574473243315, -71.10551267190108)"
232018547,613,,LARCENY SHOPLIFTING,A1, ,0,2023-03-10 11:10:00+00,2023,3,Friday,11,,STATE ST,42.35942507,-71.05288862,"(42.35942506844718, -71.05288862275349)"
232030270,1107,,FRAUD - IMPERSONATION,A1, ,0,2023-04-17 08:00:00+00,2023,4,Monday,8,,SUDBURY ST,,,
232058660,2662,,BALLISTICS EVIDENCE/FOUND,B2, ,1,2023-07-24 21:50:00+00,2023,7,Monday,21,,BOWER ST,42.31996714,-71.08715081,"(42.31996713977636, -71.08715081433111)"
232001191,3301,,VERBAL DISPUTE,A1,79,0,2023-01-05 15:19:00+00,2023,1,Thursday,15,,BEVERLY ST,42.36542454,-71.05957692,"(42.3654245366398, -71.0595769246916)"
232064338,2612,,FIRE REPORT/ALARM - FALSE,C11, ,0,2023-08-12 22:30:00+00,2023,8,Saturday,22,,GIBSON ST,42.29755486,-71.05970969,"(42.297554856340426, -71.05970968687002)"
232087391,724,,AUTO THEFT,A1,77,0,2023-10-28 19:00:00+00,2023,10,Saturday,19,,NEW SUDBURY ST,42.36183809,-71.05976533,"(42.3618380883142, -71.05976533206233)"
232077863,801,,ASSAULT - SIMPLE,C6,210,0,2023-09-26 17:29:00+00,2023,9,Tuesday,17,,SUMMER ST,42.3456247,-71.0412911,"(42.34562470481797, -71.04129109666246)"
232016865,1831,,SICK ASSIST,D4,154,0,2023-03-04 00:56:00+00,2023,3,Saturday,0,,CONCORD SQ,42.34131711,-71.07878477,"(42.341317108010365, -71.07878476620837)"
232023972,3006,,SICK/INJURED/MEDICAL - PERSON,E5,715,0,2023-03-28 08:36:00+00,2023,3,Tuesday,8,,CENTRE ST,42.2673098,-71.16284377,"(42.26730980051433, -71.1628437713961)"
232056863,3108,,FIRE REPORT,E13, ,0,2023-07-18 21:40:00+00,2023,7,Tuesday,21,,MOZART ST,42.32191293,-71.10478701,"(42.3219129268608, -71.10478700548944)"
232056059,619,,LARCENY ALL OTHERS,D4,147,0,2023-07-16 09:50:00+00,2023,7,Sunday,9,,"MASSACHUSETTS AVE & COLUMBUS AVE
BOSTON  MA 02118
",42.34058951,-71.08174052,"(42.340589513047725, -71.0817405218781)"
232045788,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,265,0,2023-06-10 00:30:00+00,2023,6,Saturday,0,,COPELAND STREET,,,
232087384,3801,,M/V ACCIDENT - OTHER,D4,627,0,2023-10-28 18:43:00+00,2023,10,Saturday,18,,"BOYLSTON ST & KILMARNOCK ST
BOSTON  MA 02215
UNITE",42.34397962,-71.0999906,"(42.343979617517824, -71.09999059843015)"
232008131,3114,,INVESTIGATE PROPERTY,C11,403,1,2023-01-31 10:47:00+00,2023,1,Tuesday,10,,MERCIER AVE,42.2827965,-71.06605944,"(42.2827964986024, -71.06605943752903)"
232038706,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2023-05-12 08:20:00+00,2023,5,Friday,8,,ALLEGHANY ST,42.32985542,-71.09797296,"(42.32985542002124, -71.09797295912824)"
232073850,801,,ASSAULT - SIMPLE,E13,635,0,2023-09-12 19:00:00+00,2023,9,Tuesday,19,,POND VIEW AVE,42.31912227,-71.11563532,"(42.31912227421342, -71.11563532206674)"
232073981,3207,,PROPERTY - FOUND,C6,200,0,2023-09-12 16:00:00+00,2023,9,Tuesday,16,,W BROADWAY,42.34128702,-71.0546798,"(42.34128702104515, -71.05467980204799)"
232042421,1102,,FRAUD - FALSE PRETENSE / SCHEME,B3,465,0,2023-05-30 18:15:00+00,2023,5,Tuesday,18,,BLUE HILL AVE,42.28482534,-71.09137437,"(42.28482533772862, -71.09137437366408)"
232083397,3114,,INVESTIGATE PROPERTY,A1,61,0,2023-10-15 12:00:00+00,2023,10,Sunday,12,,LEGENDS WAY,42.36643499,-71.06135456,"(42.366434986750676, -71.06135455979765)"
232041694,3115,,INVESTIGATE PERSON,D4,140,0,2023-05-28 00:01:00+00,2023,5,Sunday,0,,HEREFORD ST,42.35012378,-71.08631173,"(42.35012378194306, -71.08631173290925)"
232070163,616,,LARCENY THEFT OF BICYCLE,D4,167,0,2023-08-31 15:45:00+00,2023,8,Thursday,15,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
232004665,801,,ASSAULT - SIMPLE,B3, ,0,2023-01-18 16:14:00+00,2023,1,Wednesday,16,,PLEASANT HILL AVE,42.2768049,-71.07234049,"(42.276804904542836, -71.07234049403466)"
232065155,801,,ASSAULT - SIMPLE,A1, ,0,2023-08-15 13:42:00+00,2023,8,Tuesday,13,,CAMBRIDGE ST,42.36122277,-71.0659328,"(42.36122277336774, -71.06593280336476)"
232058578,3115,,INVESTIGATE PERSON,C11,355,0,2023-06-29 13:33:00+00,2023,6,Thursday,13,,GIBSON ST,42.29755486,-71.05970969,"(42.297554856340426, -71.05970968687002)"
232002876,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,691,0,2023-01-11 16:25:00+00,2023,1,Wednesday,16,,CENTRE ST,42.2870932,-71.14822209,"(42.28709320338153, -71.14822209118665)"
232034795,1102,,FRAUD - FALSE PRETENSE / SCHEME,A15, ,0,2023-04-22 00:00:00+00,2023,4,Saturday,0,,VINE ST,42.37663118,-71.05593235,"(42.376631183831805, -71.05593235449719)"
232029409,3007,,SUDDEN DEATH,E18,501,0,2023-04-16 00:00:00+00,2023,4,Sunday,0,,HYDE PARK AVE,42.28063482,-71.11889686,"(42.280634821488896, -71.11889686031012)"
232073724,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2023-09-12 14:04:00+00,2023,9,Tuesday,14,,GIBSON ST,42.29755486,-71.05970969,"(42.297554856340426, -71.05970968687002)"
232092686,2905,,VAL - VIOLATION OF AUTO LAW,A7,22,0,2023-11-14 19:55:00+00,2023,11,Tuesday,19,,LONDON ST,42.37568348,-71.03624923,"(42.3756834795145, -71.03624922946622)"
232067647,735,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3, ,0,2023-08-23 19:09:00+00,2023,8,Wednesday,19,,W MAIN ST,42.28676052,-71.09767015,"(42.286760518106945, -71.09767014901428)"
232014294,3114,,INVESTIGATE PROPERTY,A1,61,0,2023-02-22 16:00:00+00,2023,2,Wednesday,16,,LEGENDS WAY,42.36643499,-71.06135456,"(42.366434986750676, -71.06135455979765)"
232030676,1402,,VANDALISM,E18,496,0,2023-04-17 00:00:00+00,2023,4,Monday,0,,HYDE PARK AVE,42.2692235,-71.12085426,"(42.26922349733464, -71.12085425889614)"
232067604,3201,,PROPERTY - LOST/ MISSING,B3, ,0,2023-08-23 17:59:00+00,2023,8,Wednesday,17,,BLUE HILL AVE,42.28482534,-71.09137437,"(42.28482533772862, -71.09137437366408)"
232029100,3803,,M/V ACCIDENT - PERSONAL INJURY,B2, ,0,2023-04-15 02:12:00+00,2023,4,Saturday,2,,SEAVER ST,42.30878812,-71.09055681,"(42.30878811870177, -71.09055681144949)"
232029800,613,,LARCENY SHOPLIFTING,A1,105,0,2023-04-11 17:45:00+00,2023,4,Tuesday,17,,SUMMER ST,42.35521577,-71.06012909,"(42.35521577101499, -71.06012909140631)"
232031245,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3, ,0,2023-04-23 08:13:00+00,2023,4,Sunday,8,,RIVER ST,42.26663431,-71.0967777,"(42.26663430593005, -71.09677770391507)"
232022913,1402,,VANDALISM,D4,152,0,2023-03-25 07:30:00+00,2023,3,Saturday,7,,WARREN AVE,42.34453865,-71.07358821,"(42.34453865354074, -71.07358821084459)"
232079259,613,,LARCENY SHOPLIFTING,D4,146,0,2023-09-29 12:00:00+00,2023,9,Friday,12,,HUNTINGTON AVE,42.34730935,-71.07915218,"(42.34730934597846, -71.07915218290486)"
232079929,3115,,INVESTIGATE PERSON,B3,469,0,2023-10-03 14:00:00+00,2023,10,Tuesday,14,,HIAWATHA ROAD,,,
232034359,3115,,INVESTIGATE PERSON,A7, ,0,2023-05-04 03:28:00+00,2023,5,Thursday,3,,LONDON ST,42.37288159,-71.03946506,"(42.37288158877711, -71.03946506129071)"
232001245,3811,,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,C6,185,0,2023-01-05 17:15:00+00,2023,1,Thursday,17,,MASSACHUSETTS AVE,42.32198609,-71.06280719,"(42.32198609304826, -71.06280719444834)"
232058081,1832,,SICK ASSIST - DRUG RELATED ILLNESS,A7,28,0,2023-07-22 18:46:00+00,2023,7,Saturday,18,,MERIDIAN ST,42.37172881,-71.03900022,"(42.37172880965632, -71.03900021984477)"
232012360,3301,,VERBAL DISPUTE,B3,454,0,2023-02-15 13:59:00+00,2023,2,Wednesday,13,,RIPLEY RD,42.29926258,-71.07626575,"(42.299262581992565, -71.0762657514544)"
232037827,3201,,PROPERTY - LOST/ MISSING,A1,77,0,2023-05-11 15:15:00+00,2023,5,Thursday,15,,SUDBURY ST,,,
232065502,3201,,PROPERTY - LOST/ MISSING,B2, ,0,2023-08-06 15:00:00+00,2023,8,Sunday,15,,WASHINGTON ST,42.32866239,-71.08563459,"(42.32866239451696, -71.08563458516488)"
232073768,3201,,PROPERTY - LOST/ MISSING,C6,200,0,2023-09-12 16:02:00+00,2023,9,Tuesday,16,,W BROADWAY,42.34128702,-71.0546798,"(42.34128702104515, -71.05467980204799)"
232093223,3410,,TOWED MOTOR VEHICLE,C6,231,0,2023-11-16 13:10:00+00,2023,11,Thursday,13,,E SEVENTH ST,42.33235277,-71.03222747,"(42.332352767665576, -71.03222746862008)"
232057471,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3, ,0,2023-07-20 00:00:00+00,2023,7,Thursday,0,,THEODORE ST,42.28406941,-71.08824988,"(42.28406941353607, -71.08824988085483)"
232060838,520,,BURGLARY - RESIDENTIAL,A1, ,0,2023-08-01 08:32:00+00,2023,8,Tuesday,8,,SUDBURY ST,,,
232017207,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18, ,0,2023-03-05 03:00:00+00,2023,3,Sunday,3,,CANTERBURY ST,42.27804572,-71.12257646,"(42.278045715316736, -71.1225764553458)"
